Municipality,Municipality District,Community,Condo Corp#,Building Name,Unit #,Apt/Unit #,Street #,Street Name,Address,Postal Code,Bedrooms,Bedrooms +,Beds,Bedrooms Total,WR,Balcony,Type,SqFt,Approx Age,Status,Exposure,Parking Included,Total Parking Spaces,Locker,Building Amenities,Maintenance,Taxes,MLS#,Listing Entry Date,Original Price,Price,List Price,Sold Price,% Listing Price,Sold Date,Closed Date,DOM,Square Foot Source,Suspended Date,Terminated Date,PIN#,Assessment Roll #,List Brokerage,Contract Date,Co-Operating Brokerage,Last Update Date,Full Address,location,Latitude,Longitude,Area,Reg year
Toronto,Toronto C01,Niagara,2792,Zen Condo,12,815,19,Western Battery,19 Western Battery Rd 815‚ Toronto,M6K 0E3,2,1,2+1,3,2,Open,Condo Apt‚ Apartment,600-699,0-5,Sold,W,,0,,"Concierge, Gym, Media Room, Party/Meeting Room, Rooftop Deck/Garden",551.51,2971.58,C8170880,3/25/2024,709000,702000,709000,702000,99,5/8/2024,5/23/2024,44,692 Sq.Ft As Per Builder's Plan,,,,,HOMELIFE FRONTIER REALTY INC.,3/25/2024,"KELLER WILLIAMS ADVANTAGE REALTY, BROKERAGE",5/9/2024,"19 Western Battery st, Toronto, ON, Canada","19 Western Battery Rd, Toronto, ON M6K 0E3, Canada",43.6397197,-79.4113714,692,
Toronto,Toronto C01,Bay Street Corridor,2920,,22,1922,20,Edward,20 Edward St 1922 Toronto,M5G 1C9,1,1,1+1,2,1,Open,Condo Apt Apartment,500-599,0-5,Sold,N,,0,,"Bike Storage, Concierge, Exercise Room, Gym, Party/Meeting Room, Visitor Parking",329.46,"3,031.55",C8292022,5/1/2024,"$558,000","$633,000","$558,000","$633,000",113,5/7/2024,6/7/2024,6,539Sqft + 96Sqft,,,,,HOMELIFE NEW WORLD REALTY INC.,5/1/2024,"COLDWELL BANKER THE REAL ESTATE CENTRE, BROKERAGE",5/18/2024,"20 Edward st, Toronto, ON, Canada","20 Edward St, Toronto, ON M5G 0C5, Canada",43.6569939,-79.3821206,524,
Toronto,Toronto C01,Bay Street Corridor,2920,,1,501,20,Edward,20 Edward St 501‚ Toronto,M5G 0C5,3,1,3+1,4,2,Terr,Condo Apt‚ Apartment,1000-1199,New,TER,Ne,Y,1,Exclusive,"Bbqs Allowed, Concierge, Exercise Room, Party/Meeting Room",704.1,8923.19,C8139318,3/13/2024,1479000,1425000,1425000,,,,,53,As-Built Plan,,5/5/2024,,,ROYAL LEPAGE SIGNATURE REALTY,3/13/2024,,5/5/2024,"20 Edward st, Toronto, ON, Canada","20 Edward St, Toronto, ON M5G 0C5, Canada",43.6569939,-79.3821206,1091,
Toronto,Toronto C01,Waterfront Communities C1,1875,Twenty Stewart Lofts,3,503,20,Stewart,20 Stewart St 503‚ Toronto,M5V 1H6,1,,1,1,1,Jlte,Condo Apt‚ Loft,500-599,,Sold,S,,0,,Bike Storage,327.09,2045,C8242930,4/17/2024,585000,600000,585000,600000,103,5/6/2024,7/31/2024,19,Mpac,,,128750043,1.90E+14,SOTHEBY`S INTERNATIONAL REALTY CANADA,4/17/2024,"RARE REAL ESTATE, BROKERAGE",5/9/2024,"20 Stewart st, Toronto, ON, Canada","20 Stewart St, Toronto, ON M5V 1H6, Canada",43.6437744,-79.400456,503,2007
Toronto,Toronto C01,Waterfront Communities C1,2341,Cinema Towers,3,3503,21,Widmer,21 Widmer St 3503‚ Toronto,M5V 0B8,0,,0,0,1,Open,Condo Apt‚ Apartment,0-499,,TER,N,,0,,"Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Recreation Room",340.27,1978.8,C6145568,6/13/2023,535000,535000,535000,,,,,333,421 + 63,,5/9/2024,,1.90E+14,BENCHMARK SIGNATURE REALTY INC.,6/11/2023,,5/9/2024,"21 Widmer st, Toronto, ON, Canada","21 Widmer St, Toronto, ON M5V 0B8, Canada",43.6472415,-79.3909937,421,2013
Toronto,Toronto C01,Niagara,1873,,13,613,15,Stafford,15 Stafford St 613‚ Toronto,M5V 3X6,1,,1,1,1,Encl,Condo Apt‚ Apartment,700-799,,SUS,W,,1,Owned,"Exercise Room, Party/Meeting Room, Visitor Parking",503.31,2713.72,C8303434,5/3/2024,18466,18466,18466,,,,,11,Key Living Corp.,5/13/2024,,128730089,1.90E+14,KIC REALTY,5/2/2024,,5/13/2024,"15 Stafford st, Toronto, ON, Canada","15 Stafford St, Toronto, ON M5V 3X6, Canada",43.6415309,-79.4102603,753,
Toronto,Toronto C01,Waterfront Communities C1,1441,Icon,21,421,270,Wellington,270 Wellington St W 421 Toronto,M5V 3P5,1,1,1+1,2,1,Open,Condo Apt Apartment,500-599,,SUS,N,Y,1,,,652.37,"2,253.01",C8316344,5/8/2024,"$575,000","$575,000","$575,000",,,,,15,588 Sqft By Mpac,5/22/2024,,,,KINGSWAY REAL ESTATE,5/7/2024,,5/22/2024,"270 Wellington st, Toronto, ON, Canada","270 Wellington St W, Toronto, ON M5V 3P5, Canada",43.6450977,-79.3908351,588,
Toronto,Toronto C01,Waterfront Communities C1,2584,,9,3009,290,Adelaide,290 Adelaide St W 3009‚ Toronto,M5V 0P3,1,,1,1,1,Terr,Condo Apt‚ Apartment,0-499,,TER,E,Y,0,Owned,,366.42,2338.62,C8222738,4/10/2024,648000,629900,629900,,,,,27,Builder Floor Plans,,5/7/2024,765840374,1.90E+13,RE/MAX ESCARPMENT REALTY INC.,4/10/2024,,5/7/2024,"290 Adelaide st, Toronto, ON, Canada","290 Adelaide St W, Toronto, ON M5V 0P3, Canada",43.6480809,-79.3910262,397,2017
Toronto,Toronto C01,Waterfront Communities C1,1855,,1,301,30,Grand Trunk,30 Grand Trunk Cres 301 Toronto,M5J 3A4,1,1,1+1,2,1,Open,Condo Apt Apartment,700-799,,TER,S,,0,Owned,"Concierge, Guest Suites, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",789.94,"2,252.01",C8321710,5/9/2024,"$645,000","$645,000","$645,000",,,,,19,718 Sq.Ft. + 89 Sq.Ft. Balcony Per Builder,,5/28/2024,,,FOREST HILL REAL ESTATE INC.,5/9/2024,,5/28/2024,"30 Grand Trunk st, Toronto, ON, Canada","30 Grand Trunk Crescent, Toronto, ON M5J 3A4, Canada",43.6422693,-79.3828647,718,2007
Toronto,Toronto C01,Waterfront Communities C1,2573,,20,520,30,Nelson,30 Nelson St 520 Toronto,M5V 0H5,1,,1,1,1,Open,Condo Apt Apartment,500-599,,TER,S,,0,Owned,"Bike Storage, Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden",504.1,"2,465.20",C8232206,4/13/2024,"$618,000","$618,000","$618,000",,,,,38,569 Sqft + 15 Sqft As Per Builder,,5/21/2024,,,CENTURY 21 ATRIA REALTY INC.,4/13/2024,,5/21/2024,"30 Nelson st, Toronto, ON, Canada","30 Nelson St, Toronto, ON M5V 0H5, Canada",43.6490377,-79.3884119,555,
Toronto,Toronto C01,Waterfront Communities C1,2338,,12,2912,300,Front,300 Front St W 2912 Toronto,M5V 0E9,2,1,2+1,3,2,Open,Condo Apt Apartment,900-999,,TER,Se,Y,1,Owned,"Concierge, Exercise Room, Games Room, Gym, Outdoor Pool, Party/Meeting Room",738.91,"5,040",C8270420,4/25/2024,"$1,095,000","$1,094,800","$1,094,800",,,,,29,990,,5/24/2024,763380469,1.90E+14,RE/MAX CROSSROADS REALTY INC.,4/25/2024,,5/29/2024,"300 Front st, Toronto, ON, Canada","300 Front St W, Toronto, ON M5V 0E9, Canada",43.6441279,-79.3894049,655,2013
Toronto,Toronto C01,Waterfront Communities C1,2338,,2,4902,300,Front,300 Front St W 4902 Toronto,M5V 0E9,2,,2,2,3,Open,Condo Apt Apartment,1400-1599,,TER,E,Y,2,Owned,"Concierge, Exercise Room, Media Room, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",1047.53,"8,544.30",C8112588,3/4/2024,"$1,738,800","$1,738,800","$1,738,800",,,,,89,Previous Listing,,5/30/2024,,,KELLER WILLIAMS REFERRED URBAN REALTY,3/2/2024,,5/30/2024,"300 Front st, Toronto, ON, Canada","300 Front St W, Toronto, ON M5V 0E9, Canada",43.6441279,-79.3894049,1446,2013
Toronto,Toronto C01,Bay Street Corridor,2279,The St. Regis Residences,2,4002,311,Bay,311 Bay St 4002‚ Toronto,M5H 4G5,1,1,1+1,2,2,,Condo Apt‚ Apartment,1400-1599,,TER,N,,1,Owned,"Concierge, Gym, Indoor Pool, Rooftop Deck/Garden, Sauna, Visitor Parking",2750.91,8342.8,C8094624,2/26/2024,1624000,1584000,1584000,,,,,68,1445 Sq. Ft. As Per Builder Plan,,5/4/2024,762790158,1.90E+14,BERKSHIRE HATHAWAY HOMESERVICES TORONTO REALTY,2/26/2024,,5/4/2024,"311 Bay st, Toronto, ON, Canada","311 Bay St., Toronto, ON M5H 4G5, Canada",43.6498819,-79.3804115,1445,
Toronto,Toronto C01,Bay Street Corridor,2279,,4,4404,311,Bay,311 Bay St 4404‚ Toronto,M5H 4G5,2,,2,2,2,,Condo Apt‚ Apartment,1800-1999,,SUS,Se,,1,Owned,"Bus Ctr (Wifi Bldg), Concierge, Exercise Room, Gym, Indoor Pool, Visitor Parking",3235,11504,C8041510,2/2/2024,1798000,1747000,1747000,,,,,96,1861,5/8/2024,,,,FOREST HILL REAL ESTATE INC.,2/2/2024,,5/9/2024,"311 Bay st, Toronto, ON, Canada","311 Bay St., Toronto, ON M5H 4G5, Canada",43.6498819,-79.3804115,1861,
Toronto,Toronto C01,Niagara,1978,,33,433,43,Hanna,43 Hanna Ave 433‚ Toronto,M6K 1X1,2,,2,2,3,Terr,Condo Apt‚ Loft,1200-1399,,TER,E,Y,1,Owned,"Concierge, Gym, Party/Meeting Room, Visitor Parking",702.81,4644,C8303888,5/3/2024,2199900,2199900,2199900,,,,,10,As Per Builder,,5/13/2024,,,RE/MAX PARAMOUNT REALTY,5/3/2024,,5/13/2024,"43 Hanna st, Toronto, ON, Canada","43 Hanna Ave, Toronto, ON M6K 1X1, Canada",43.6391599,-79.41919,,2008
Toronto,Toronto C01,Niagara,2872,,7,307,38,Iannuzzi,38 Iannuzzi St 307 Toronto,M5V 0S2,1,1,1+1,2,1,Open,Condo Apt Apartment,500-599,,Sold,Se,,1,Owned,"Concierge, Exercise Room, Games Room, Party/Meeting Room, Visitor Parking",467.31,"2,605.13",C8301012,5/2/2024,"$599,999","$630,000","$599,999","$630,000",105,5/17/2024,7/30/2024,15,As Per Builder,,,,,HOMELIFE SUPERSTARS REAL ESTATE LIMITED,5/2/2024,"RE/MAX REALTRON BIJAN BARATI REAL ESTATE, BROKERAGE",5/17/2024,"38 Iannuzzi st, Toronto, ON, Canada","38 Iannuzzi St, Toronto, ON M5V 0S2, Canada",43.6371716,-79.4014302,567,
Toronto,Toronto C01,Waterfront Communities C1,3038,,5,2106,38,Widmer,38 Widmer St 2106 Toronto,M5V 0P7,3,,3,3,2,Open,Condo Apt Apartment,900-999,New,SUS,Se,Y,1,,,0,0,C8261054,4/23/2024,"$1,349,000","$1,349,000","$1,349,000",,,,,25,936 Interior +203 Dual Balconies,5/17/2024,,,,BAY STREET GROUP INC.,4/22/2024,,5/22/2024,"38 Widmer st, Toronto, ON, Canada","38 Widmer St, Toronto, ON M5V 0P7, Canada",43.6479866,-79.3918411,,
Toronto,Toronto C01,Waterfront Communities C1,2909,Pj,6,1206,99,John,99 John St 1206‚ Toronto,M5V 0S6,2,,2,2,1,Open,Condo Apt‚ Apartment,700-799,0-5,SUS,Nw,Y,1,Owned,"Bike Storage, Concierge, Gym, Party/Meeting Room, Visitor Parking",570.99,3407,C8307120,5/5/2024,823600,823600,823600,,,,,2,Floor Plan,5/7/2024,,,1.90E+14,LIVING REALTY INC.,5/5/2024,,5/9/2024,"99 John st, Toronto, ON, Canada","99 John St, Toronto, ON M5V 0S6, Canada",43.6475245,-79.3899312,712,
Toronto,Toronto C01,Waterfront Communities C1,1392,,4,904,393,King,393 King St W 904 Toronto,M5V 3G8,2,,2,2,1,,Condo Apt Apartment,700-799,,TER,E,,0,Owned,"Exercise Room, Recreation Room, Rooftop Deck/Garden, Visitor Parking",705.62,"2,478.54",C8240494,4/16/2024,"$639,900","$639,900","$639,900",,,,,35,As Per Seller,,5/21/2024,,,BRAD J. LAMB REALTY 2016 INC.,4/16/2024,,5/21/2024,"393 King st, Toronto, ON, Canada","393 King St W, Toronto, ON M5V 3G8, Canada",43.6453796,-79.3936722,700,
Toronto,Toronto C01,Waterfront Communities C1,1517,A P E X @ C I T Y P L A C E,4,1910,397,Front,397 Front St W 1910 Toronto,M5V 3S1,1,1,1+1,2,1,Open,Condo Apt Apartment,700-799,,TER,Se,Y,1,,,610.39,"2,458.55",C8216676,4/9/2024,"$689,000","$689,000","$689,000",,,,,36,Previous Listing,,5/15/2024,125170320,1.90E+14,RE/MAX PROFESSIONALS INC.,4/9/2024,,5/15/2024,"397 Front st, Toronto, ON, Canada","397 Front St W, Toronto, ON M5V 3S1, Canada",43.6426397,-79.3935863,,
Toronto,Toronto C01,Waterfront Communities C1,1517,,3,2903,397,Front,397 Front St W 2903‚ Toronto,M5V 3S1,2,1,2+1,3,2,Terr,Condo Apt‚ Apartment,900-999,,Sold,Sw,Y,1,,"Car Wash, Concierge, Exercise Room, Gym, Indoor Pool, Party/Meeting Room",755.33,4637,C8276444,4/26/2024,749900,820000,749900,820000,109,5/6/2024,6/12/2024,15,Floor Plan,,,125170605,1.90E+14,JDL REALTY INC.,4/21/2024,"RIGHT AT HOME REALTY, BROKERAGE",5/7/2024,"397 Front st, Toronto, ON, Canada","397 Front St W, Toronto, ON M5V 3S1, Canada",43.6426397,-79.3935863,864,
Toronto,Toronto C01,Waterfront Communities C1,2921,,4,204,458,Richmond,458 Richmond St W 204 Toronto,M5V 1V1,1,,1,1,1,,Condo Apt Apartment,500-599,0-5,TER,Se,,0,,,445,"2,358",C8292306,5/1/2024,"$545,000","$545,000","$545,000",,,,,38,As Per Builder,,6/8/2024,,,CENTURY 21 GREEN REALTY INC.,5/1/2024,,6/9/2024,"458 Richmond st, Toronto, ON, Canada","458 Richmond St W, Toronto, ON M5V 1Y1, Canada",43.64795,-79.3975307,471,
Toronto,Toronto C01,Waterfront Communities C1,3022,,12,2015,470,Front,470 Front St W 2015‚ Toronto,M5V 0V6,2,,2,2,2,Open,Condo Apt‚ Apartment,800-899,,TER,W,,0,,,713,0,C8174606,3/26/2024,800000,1168000,1168000,,,,,38,Per Builder's Plan,,5/3/2024,,,RE/MAX REALTRON WENDY ZHENG REALTY,3/26/2024,,5/3/2024,"470 Front st, Toronto, ON, Canada","470 Front St W, Toronto, ON M5V 0V6, Canada",43.6426557,-79.3960844,858,
Toronto,Toronto C01,Niagara,2250,,14,1114,478,King,478 King St W 1114 Toronto,M5V 0A8,0,,0,0,1,Open,Condo Apt Apartment,0-499,,TER,N,,0,,,279,"1,590",C8267182,4/24/2024,"$499,000","$499,000","$499,000",,,,,22,As Per Plan,,5/16/2024,,,CENTURY 21 LEADING EDGE REALTY INC.,4/24/2024,,5/16/2024,"478 King st, Toronto, ON, Canada","478 King St W, Toronto, ON M5V 0A8, Canada",43.6454454,-79.3960975,346,2012
Toronto,Toronto C01,Waterfront Communities C1,2647,,4,5604,88,Harbour,88 Harbour St 5604‚ Toronto,M5J 0C3,2,,2,2,2,Open,Condo Apt‚ Apartment,700-799,,SUS,Ne,Y,1,,"Bike Storage, Concierge, Guest Suites, Gym, Recreation Room, Rooftop Deck/Garden",819.32,4257.49,C8307208,5/5/2024,998000,998000,998000,,,,,8,Floor Plan,5/13/2024,,,,MAKE INVESTMENT REALTY POINT,5/5/2024,,5/13/2024,"88 Harbour st, Toronto, ON, Canada","88 Harbour St, Toronto, ON M5J 1B7, Canada",43.6418534,-79.3790565,746,
Toronto,Toronto C01,Niagara,2164,,7,1907,55,East Liberty,55 East Liberty St 1907 Toronto,M6K 3P9,2,,2,2,2,Open,Condo Apt Apartment,800-899,,EXP,E,Y,1,Owned,"Guest Suites, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",739.88,"3,151.40",C8108110,3/1/2024,"$875,000","$875,000","$875,000",,,,,92,Floor Plan 898 Sq Ft + 2 Balconies,,,761770258,1.90E+14,HOMELIFE/REALTY ONE LTD.,3/1/2024,,6/2/2024,"55 East Liberty st, Toronto, ON, Canada","55 E Liberty St, Toronto, ON M6K 3P9, Canada",43.6386684,-79.4127931,898,2011
Toronto,Toronto C01,Niagara,2177,Bliss Condominiums,11,911,55,East Liberty,55 East Liberty St 911‚ Toronto,M6K 3P9,1,1,1+1,2,2,Open,Condo Apt‚ 2-Storey,700-799,,TER,S,Y,1,,"Bike Storage, Car Wash, Concierge, Guest Suites, Gym, Indoor Pool",629.61,2738.28,C8278242,4/28/2024,759000,759000,759000,,,,,9,775Sqft,,5/7/2024,761770151,1.90E+14,RIGHT AT HOME REALTY,4/28/2024,,5/7/2024,"55 East Liberty st, Toronto, ON, Canada","55 E Liberty St, Toronto, ON M6K 3P9, Canada",43.6386684,-79.4127931,763,2011
Toronto,Toronto C01,Waterfront Communities C1,3016,,2,4302,55,Mercer,55 Mercer St 4302 Toronto,M5V 1H2,3,,3,3,2,,Condo Apt Apartment,800-899,New,TER,S,,0,Owned,,760,0,C8270768,4/25/2024,"$1,350,000","$1,350,000","$1,350,000",,,,,22,Builder's Plan,,5/17/2024,,,RIGHT AT HOME REALTY,4/25/2024,,5/17/2024,"55 Mercer st, Toronto, ON, Canada","55 Mercer St, Toronto, ON M5V 3W2, Canada",43.6452979,-79.3917205,890,
Toronto,Toronto C01,Little Portugal,2456,Q Lofts,8,208,1205,Queen,1205 Queen St W 208‚ Toronto,M6K 1L2,2,,2,2,2,Jlte,Condo Apt‚ Loft,900-999,,TER,Ne,Y,1,Owned,"Bike Storage, Exercise Room, Party/Meeting Room, Visitor Parking",838.21,3486,C8308812,5/6/2024,849000,849000,849000,,,,,8,Builder's Plan,,5/14/2024,764560088,1.90E+14,BOSLEY REAL ESTATE LTD.,5/6/2024,,5/14/2024,"1205 Queen st, Toronto, ON, Canada","1205 Queen St W, Toronto, ON M6K 0B9, Canada",43.6418891,-79.4289684,900,2015
Toronto,Toronto C01,Little Portugal,2583,,33,238,68,Abell,68 Abell St N 238 Toronto,M6J 0A2,1,,1,1,1,Encl,Condo Apt Apartment,0-499,,TER,E,,0,,"Exercise Room, Guest Suites, Gym, Rooftop Deck/Garden, Visitor Parking",316.57,"1,432.49",C8165108,3/22/2024,"$469,999","$469,999","$469,999",,,,,62,Owner,,5/23/2024,765830049,1.90E+14,HOUSESIGMA INC.,3/22/2024,,5/23/2024,"68 Abell st, Toronto, ON, Canada","68 Abell St, Toronto, ON M6J 0B1, Canada",43.6423205,-79.4243624,412,
Toronto,Toronto C01,Niagara,2302,Bridge Condominium,523,505,38,Joe Shuster,38 Joe Shuster Way 505‚ Toronto,M6K 0A5,1,1,1+1,2,1,Open,Condo Apt‚ Apartment,600-699,,TER,Se,Y,1,,"Concierge, Guest Suites, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",549.19,2092.1,C8313088,5/7/2024,589000,589000,589000,,,,,7,As Per Builder,,5/14/2024,,1.90E+14,SUTTON GROUP-ASSOCIATES REALTY INC.,5/7/2024,,5/14/2024,"38 Joe Shuster st, Toronto, ON, Canada","38 Joe Shuster Way, Toronto, ON M6K 0A5, Canada",43.6405102,-79.4245603,643,
Toronto,Toronto C01,Waterfront Communities C1,2458,,12,3512,75,Queens Wharf,75 Queens Wharf Rd 3512‚ Toronto,M5V 0J8,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,,Sold,Sw,,0,,,412.34,2495.03,C8069044,2/15/2024,609900,602000,609900,602000,99,4/26/2024,6/4/2024,71,572,,,,,LOYALTY REAL ESTATE,2/15/2024,"ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",5/8/2024,"75 Queens Wharf st, Toronto, ON, Canada","75 Queens Wharf Rd, Toronto, ON M5V 0J8, Canada",43.6384793,-79.3980847,564,2015
Toronto,Toronto C01,Bay Street Corridor,1961,The Residences Of College Park 11,13,3413,761,Bay,761 Bay St 3413‚ Toronto,M5G 2R2,1,,1,1,1,,Condo Apt‚ Apartment,600-699,,EXP,N,Y,1,,"Concierge, Exercise Room, Games Room, Guest Suites, Indoor Pool, Party/Meeting Room",488.42,1660.12,C7405550,1/17/2024,749000,719000,719000,,,,,105,Buyer To Verify,,,129610596,1.90E+14,HARVEY KALLES REAL ESTATE LTD.,1/17/2024,,5/2/2024,"761 Bay st, Toronto, ON, Canada","761 Bay St., Toronto, ON M5G 2R2, Canada",43.6596493,-79.3849721,,2007
Toronto,Toronto C01,Waterfront Communities C1,949,,19,2207,77,Harbour,77 Harbour Sq 2207‚ Toronto,M5J 2S2,2,,2,2,2,,Condo Apt‚ Apartment,1000-1199,,SUS,Se,Y,1,Exclusive,"Car Wash, Concierge, Exercise Room, Guest Suites, Gym, Indoor Pool",1384.69,4657.25,C8137170,3/13/2024,1290000,1250000,1250000,,,,,54,1191Sqft As Per Mpac,5/4/2024,,,,ROYAL LEPAGE SIGNATURE REALTY,3/11/2024,,5/4/2024,"77 Harbour st, Toronto, ON, Canada","77 Harbour St, Toronto, ON M5J 1B7, Canada",43.6417342,-79.3785398,1200,
Toronto,Toronto C01,Waterfront Communities C1,2293,,8,2008,8,Charlotte,8 Charlotte St 2008 Toronto,M5V 0K4,1,,1,1,1,Open,Condo Apt Apartment,500-599,,TER,W,,1,Owned,"Concierge, Exercise Room, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",653,"1,492.31",C8169876,3/25/2024,"$699,000","$699,000","$699,000",,,,,51,As Per Builder's Plan,,5/15/2024,762980228,1.90E+14,HERSH REALTY GROUP INC.,3/25/2024,,5/16/2024,"8 Charlotte st, Toronto, ON, Canada","8 Charlotte St, Toronto, ON M5V 0K4, Canada",43.6460181,-79.3938391,580,
Toronto,Toronto C01,Waterfront Communities C1,2460,,12,313,8,Mercer,8 Mercer St 313‚ Toronto,M5V 0C4,1,1,1+1,2,2,Open,Condo Apt‚ Apartment,700-799,,TER,S,,0,,"Concierge, Exercise Room, Recreation Room, Rooftop Deck/Garden, Sauna, Visitor Parking",446.28,3457.96,C8264884,4/24/2024,749000,749000,749000,,,,,13,As Per Floorplan,,5/7/2024,764600030,1.90E+14,RE/MAX ELITE REAL ESTATE,4/24/2024,,5/8/2024,"8 Mercer st, Toronto, ON, Canada","8 Mercer St, Toronto, ON M5V 0C4, Canada",43.6459498,-79.3897558,,
Toronto,Toronto C01,Waterfront Communities C1,2090,,16,819,8,Telegram,8 Telegram Mews 819‚ Toronto,M5V 3Z5,3,1,3+1,4,3,Open,Condo Apt‚ 2-Storey,1800-1999,,TER,Ew,Y,2,,"Bbqs Allowed, Exercise Room, Gym, Recreation Room, Visitor Parking",1444,5963.16,C8121912,3/7/2024,1650000,1680000,1680000,,,,,63,Builder,,5/8/2024,130900474,1.90E+14,ROYAL LEPAGE YOUR COMMUNITY REALTY,3/6/2024,,5/8/2024,"8 Telegram st, Toronto, ON, Canada","8 Telegram Mews, Toronto, ON M5V 3Z5, Canada",43.6404522,-79.3947705,1798,2010
Toronto,Toronto C01,Niagara,2322,King West Condominiums,69,705,85,East Liberty,85 East Liberty St 705 Toronto,M6K 3R4,1,,1,1,1,Open,Condo Apt Apartment,500-599,,SUS,S,,0,Owned,"Concierge, Games Room, Guest Suites, Gym, Visitor Parking",404.56,"1,918.80",C8344918,5/16/2024,"$579,888","$579,888","$579,888",,,,,0,Builder Plan,5/16/2024,,763220954,1.90E+14,CITIBLOC REALTY,5/16/2024,,5/16/2024,"85 East Liberty st, Toronto, ON, Canada","85 E Liberty St, Toronto, ON M6K 3R4, Canada",43.6381606,-79.4155672,531,
Toronto,Toronto C01,Waterfront Communities C1,2458,,21,4211,85,Queens Wharf,85 Queens Wharf Rd 4211 Toronto,M5V 0J9,1,,1,1,1,Jlte,Condo Apt Apartment,500-599,,TER,N,,0,,"Exercise Room, Gym, Indoor Pool, Party/Meeting Room",410,"2,200",C8263836,4/23/2024,"$598,000","$598,000","$598,000",,,,,30,Previous Listing,,5/23/2024,764580877,1.90E+14,RE/MAX PROFESSIONALS INC.,4/23/2024,,5/23/2024,"85 Queens Wharf st, Toronto, ON, Canada","85 Queens Wharf Rd, Toronto, ON M5V 0J9, Canada",43.6389055,-79.3986983,570,
Toronto,Toronto C01,Waterfront Communities C1,2603,The Bisha,10,2910,88,Blue Jays,88 Blue Jays Way 2910 Toronto,M5V 2G6,0,,0,0,1,Open,Condo Apt Apartment,0-499,0-5,TER,E,,0,Owned,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Sauna",412.49,"2,303",C8071194,2/15/2024,"$463,000","$568,000","$568,000",,,,,98,As Per Builder,,5/21/2024,,,CENTURY 21 ATRIA REALTY INC.,2/13/2024,,5/21/2024,"88 Blue Jays st, Toronto, ON, Canada","88 Blue Jays Way, Toronto, ON M5V 0L7, Canada",43.6455046,-79.3924571,446,
Toronto,Toronto C01,Waterfront Communities C1,2157,,5,2008,10,Capreol,10 Capreol Crt 2008‚ Toronto,M5V 4B3,3,1,3+1,4,2,Open,Condo Apt‚ Apartment,1000-1199,,Sold,Se,Y,1,Owned,"Exercise Room, Guest Suites, Lap Pool, Party/Meeting Room, Squash/Racquet Court, Visitor Parking",915.65,4077.5,C8250644,4/19/2024,1090000,1050000,1090000,1050000,96,5/3/2024,7/24/2024,14,Mpac,,,761570570,1.90E+14,RE/MAX REALTY SPECIALISTS INC.,4/19/2024,"ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",5/3/2024,"10 Capreol st, Toronto, ON, Canada","10 Capreol Ct, Toronto, ON M5V 4B3, Canada",43.6401979,-79.3959363,1200,
Toronto,Toronto C01,Waterfront Communities C1,1694,,2,4202,10,Navy Wharf,10 Navy Wharf Crt 4202‚ Toronto,M5V 3V2,2,1,2+1,3,2,Open,Condo Apt‚ Apartment,1200-1399,,SUS,Nw,Y,2,Owned,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Tennis Court, Visitor Parking",1333.09,4197.53,C8269120,4/25/2024,1299999,1299999,1299999,,,,,13,Previous Listing,5/7/2024,,,,REAL ONE REALTY INC.,4/24/2024,,5/8/2024,"10 Navy Wharf st, Toronto, ON, Canada","10 Navy Wharf Ct, Toronto, ON M5V 3V2, Canada",43.6404514,-79.3919349,1276,
Toronto,Toronto C01,Waterfront Communities C1,2708,,10,4510,10,York,10 York St 4510‚ Toronto,M5J 2Z2,3,,3,3,3,Open,Condo Apt‚ Apartment,1200-1399,0-5,Sold,Sw,,1,Owned,,932.14,7395.64,C8259312,4/22/2024,1799888,1698000,1799888,1698000,94,5/8/2024,8/8/2024,16,Geo,,,,,FOREST HILL REAL ESTATE INC.,4/22/2024,"KELLER WILLIAMS REAL ESTATE ASSOCIATES, BROKERAGE",5/8/2024,"10 York st, Toronto, ON, Canada","10 York St, Toronto, ON M5J 0E1, Canada",43.6411454,-79.3813125,1305,
Toronto,Toronto C01,Waterfront Communities C1,2658,,10,4910,100,Harbour,100 Harbour St 4910 Toronto,M5J 0B5,3,1,3+1,4,2,Open,Condo Apt Apartment,1000-1199,0-5,SUS,Sw,Y,1,,"Bike Storage, Concierge, Guest Suites, Indoor Pool, Party/Meeting Room, Recreation Room",1317.92,"4,923.76",C8325764,5/10/2024,"$1,488,000","$1,488,000","$1,488,000",,,,,21,Floor Plan/1126 Sqft,5/31/2024,,,,AIMHOME REALTY INC.,5/10/2024,,5/31/2024,"100 Harbour st, Toronto, ON, Canada","100 Harbour St, Toronto, ON M5J 0B5, Canada",43.6417725,-79.379146,1126,
