Municipality,Municipality District,Community,Condo Corp#,Building Name,Unit #,Apt/Unit #,Street #,Street Name,Address,Postal Code,Bedrooms,Bedrooms +,Beds,Bedrooms Total,WR,Balcony,Type,SqFt,Approx Age,Status,Exposure,Parking Included,Total Parking Spaces,Locker,Building Amenities,Maintenance,Taxes,MLS#,Listing Entry Date,Original Price,Price,List Price,Sold Price,% Listing Price,Sold Date,Closed Date,DOM,Square Foot Source,Suspended Date,Terminated Date,PIN#,Assessment Roll #,List Brokerage,Contract Date,Co-Operating Brokerage,Last Update Date,Full Address,location,Latitude,Longitude,Area,Reg year
Toronto,Toronto C01,University,2375,Rcmi,6,2807,426,University,426 University Ave 2807 Toronto,M5G 1S9,1,,1,1,1,Open,Condo Apt Apartment,500-599,,TER,S,,0,,"Concierge, Gym",425.07,"2,411.90",C8220106,4/10/2024,"$599,000","$599,000","$599,000",,,,,45,Builder Floor Plan,,5/25/2024,763750163,1.90E+14,TRADEWORLD REALTY INC,4/10/2024,,5/25/2024,"426 University st, Toronto, ON, Canada","426 University Ave, Toronto, ON M5G 1S9, Canada",43.653957,-79.3886581,522,2014
Toronto,Toronto C01,Waterfront Communities C1,2510,,1610,1610,14,York,14 York St 1610 Toronto,M5J 0A9,1,1,1+1,2,1,Jlte,Condo Apt Apartment,500-599,,TER,N,,0,,"Gym, Party/Meeting Room, Rooftop Deck/Garden, Sauna, Visitor Parking",432.72,"2,698.40",C8258574,4/22/2024,"$599,000","$599,000","$599,000",,,,,35,Builder / Floor Plan,,5/27/2024,765100306,1.90E+14,HOMELIFE/MIRACLE REALTY LTD,4/22/2024,,5/27/2024,"14 York st, Toronto, ON, Canada","14 York St, Toronto, ON M5J 0B1, Canada",43.6419657,-79.3815389,579,
Toronto,Toronto C01,Waterfront Communities C1,2510,Ice Condos,1912,1912,14,York,14 York St E 1912 Toronto,M5J 0A9,1,1,1+1,2,1,Open,Condo Apt Apartment,500-599,,TER,E,,0,Owned,"Concierge, Exercise Room, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",502.04,"3,044.80",C8224972,4/11/2024,"$618,800","$599,000","$599,000",,,,,47,As Per Vendor,,5/28/2024,,1.90E+14,RE/MAX MILLENNIUM REAL ESTATE,4/11/2024,,5/28/2024,"14 York st, Toronto, ON, Canada","14 York St, Toronto, ON M5J 0B1, Canada",43.6419657,-79.3815389,514,
Toronto,Toronto C01,Little Portugal,2249,Westside Gallery Lofts,3,1903,150,Sudbury,150 Sudbury St 1903 Toronto,M6J 3S8,2,,2,2,1,Open,Condo Apt Apartment,600-699,,TER,Ne,Y,1,Owned,"Exercise Room, Guest Suites, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",461.32,"2,218.60",C8364002,5/23/2024,"$599,000","$599,000","$599,000",,,,,8,626 (Floor Plans),,5/31/2024,,,KELLER WILLIAMS PORTFOLIO REALTY,5/23/2024,,5/31/2024,"150 Sudbury st, Toronto, ON, Canada","150 Sudbury St, Toronto, ON M6J 3S8, Canada",43.6415413,-79.4240738,630,
Toronto,Toronto C01,Waterfront Communities C1,2963,,1,2201,357,King,357 King St W 2201 Toronto,M5V 0S7,1,,1,1,1,,Condo Apt Apartment,500-599,,TER,N,,0,,"Concierge, Guest Suites, Gym, Media Room, Party/Meeting Room, Rooftop Deck/Garden",347.13,"1,966.18",C8202860,4/4/2024,"$639,900","$599,900","$599,900",,,,,55,Mpac,,5/29/2024,769630199,1.90E+14,REAL BROKER ONTARIO LTD.,4/4/2024,,5/29/2024,"357 King st, Toronto, ON, Canada","357 King St W, Toronto, ON M5V 0S7, Canada",43.6457762,-79.3925063,551,
Toronto,Toronto C01,Waterfront Communities C1,2921,The Woodsworth,2,802,458,Richmond,458 Richmond St W 802 Toronto,M5V 0S9,1,,1,1,1,Open,Condo Apt Apartment,500-599,,TER,N,,0,,"Bike Storage, Guest Suites, Gym, Party/Meeting Room",490.72,"2,711.73",C8281746,4/29/2024,"$599,900","$599,900","$599,900",,,,,31,Floor Plan,,5/30/2024,,1.90E+14,CENTURY 21 PERCY FULTON LTD.,4/29/2024,,5/30/2024,"458 Richmond st, Toronto, ON, Canada","458 Richmond St W, Toronto, ON M5V 1Y1, Canada",43.64795,-79.3975307,517,
Toronto,Toronto C01,Waterfront Communities C1,2691,,10,811,90,Queens Wharf,90 Queens Wharf Rd 811 Toronto,M5V 0J4,1,,1,1,1,Open,Condo Apt Apartment,500-599,,SUS,N,,0,,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Recreation Room, Squash/Racquet Court",423.47,"1,972.17",C8300944,5/2/2024,"$599,900","$599,900","$599,900",,,,,22,520 Sf + 35 Sf Balcony As Per Floorplan,5/24/2024,,766910205,1.90E+14,DREAM HOME REALTY INC.,5/2/2024,,5/24/2024,"90 Queens Wharf st, Toronto, ON, Canada","90 Queens Wharf Rd, Toronto, ON M5V 0E6, Canada",43.6388091,-79.3997521,511,
Toronto,Toronto C01,Bay Street Corridor,2751,,10,2010,955,Bay,955 Bay St 2010 Toronto,M5S 2A2,1,,1,1,1,Open,Condo Apt Apartment,0-499,,TER,W,,0,,,365.12,"2,515.18",C8187880,4/1/2024,"$699,900","$599,900","$599,900",,,,,54,Builder Floorplan 497 Sq Ft,,5/25/2024,,,ROYAL LEPAGE VISION REALTY,4/1/2024,,5/25/2024,"955 Bay st, Toronto, ON, Canada","955 Bay St., Toronto, ON M5S 0C6, Canada",43.6646319,-79.3869529,497,
Toronto,Toronto C01,Waterfront Communities C1,2534,,12,512,629,King,629 King St W 512 Toronto,M5V 0G9,1,,1,1,1,,Condo Apt Apartment,600-699,,TER,S,Y,0,,"Concierge, Gym, Media Room, Outdoor Pool, Rooftop Deck/Garden",543.02,"2,400.77",C8313680,5/7/2024,"$599,990","$599,990","$599,990",,,,,20,630 Sqft,,5/27/2024,765340116,1.90E+14,THE CONDO STORE REALTY INC.,5/7/2024,,5/27/2024,"629 King st, Toronto, ON, Canada","629 King St W, Toronto, ON M5V 0G9, Canada",43.644001,-79.4015398,630,
Toronto,Toronto C01,Waterfront Communities C1,2157,,16,819,10,Capreol,10 Capreol Crt 819 Toronto,M5V 4B3,1,1,1+1,2,1,Open,Condo Apt Apartment,600-699,,Sold,N,Y,1,,"Bbqs Allowed, Concierge, Exercise Room, Games Room, Indoor Pool, Visitor Parking",538.24,"2,331.90",C8325442,5/10/2024,"$579,000","$600,000","$579,000","$600,000",104,5/16/2024,5/31/2024,7,From Seller,,,,1.90E+14,RE/MAX REALTRON REALTY INC.,5/9/2024,"ZOLO REALTY, BROKERAGE",5/26/2024,"10 Capreol st, Toronto, ON, Canada","10 Capreol Ct, Toronto, ON M5V 4B3, Canada",43.6401979,-79.3959363,612,
Toronto,Toronto C01,Waterfront Communities C1,2546,King Charlotte Condos,4,1704,11,Charlotte,11 Charlotte St 1704 Toronto,M5V 2H5,1,,1,1,1,Open,Condo Apt Apartment,0-499,,TER,N,,0,Owned,"Bbqs Allowed, Concierge, Exercise Room, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",456.04,"2,098.76",C8233790,4/15/2024,"$549,900","$604,900","$604,900",,,,,43,Mpac,,5/28/2024,765460147,1.90E+14,REAL BROKER ONTARIO LTD.,4/15/2024,,5/28/2024,"11 Charlotte st, Toronto, ON, Canada","11 Charlotte St, Toronto, ON M5V 0M6, Canada",43.6464437,-79.3935842,455,2016
Toronto,Toronto C01,Niagara,2859,Liberty Central By The Lake Phase 2,6,206,49,East Liberty,49 East Liberty St 206 Toronto,M6K 0B2,1,1,1+1,2,1,Open,Condo Apt Apartment,500-599,0-5,TER,E,Y,1,Exclusive,"Concierge, Exercise Room, Gym, Party/Meeting Room, Recreation Room",440,"2,500",C8273532,4/26/2024,"$608,900","$608,900","$608,900",,,,,33,577 Sq.Ft. + 55 Sq.Ft Balcony,,5/29/2024,768890011,1.90E+14,ROYAL LEPAGE YOUR COMMUNITY REALTY,4/26/2024,,5/29/2024,"49 East Liberty st, Toronto, ON, Canada","49 E Liberty St, Toronto, ON M6K 0B2, Canada",43.63883,-79.411635,577,
Toronto,Toronto C01,Kensington-Chinatown,2375,,8,3709,426,University,426 University Ave 3709 Toronto,M5G 1S9,1,,1,1,1,Jlte,Condo Apt Apartment,500-599,,TER,E,,0,Owned,"Concierge, Gym, Party/Meeting Room",489.21,"2,665.10",C8288188,4/30/2024,"$618,900","$618,900","$618,900",,,,,30,Seller,,5/26/2024,763750246,1.90E+14,ROYAL LEPAGE TERREQUITY PORTFOLIO REALTY,4/26/2024,,5/26/2024,"426 University st, Toronto, ON, Canada","426 University Ave, Toronto, ON M5G 1S9, Canada",43.653957,-79.3886581,538,2014
Toronto,Toronto C01,University,2375,,5,3306,426,University,426 University Ave 3306 Toronto,M5G 1S9,1,0,1,1,1,Open,Condo Apt Apartment,500-599,,TER,S,,0,,"Concierge, Gym",416.61,"2,371.93",C8264134,4/23/2024,"$618,900","$618,900","$618,900",,,,,37,Floor Plan,,5/30/2024,763750207,1.90E+14,HOME STANDARDS BRICKSTONE REALTY,4/23/2024,,5/30/2024,"426 University st, Toronto, ON, Canada","426 University Ave, Toronto, ON M5G 1S9, Canada",43.653957,-79.3886581,550,2014
Toronto,Toronto C01,Bay Street Corridor,2444,,5,1905,75,St Nicholas,75 St Nicholas St 1905 Toronto,M4Y 0A5,1,,1,1,1,Open,Condo Apt Multi-Level,500-599,,SUS,Sw,,0,Owned,"Concierge, Exercise Room, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden, Visitor Parking",489.18,"2,838.33",C8191330,4/2/2024,"$620,000","$620,000","$620,000",,,,,54,Builder Floor Plan,5/27/2024,,764440160,1.90E+14,HOMELIFE LANDMARK REALTY INC.,4/3/2024,,5/27/2024,"75 St Nicholas st, Toronto, ON, Canada","75 St Nicholas St, Toronto, ON M4Y 0A5, Canada",43.6677586,-79.386446,546,2015
Toronto,Toronto C01,Bay Street Corridor,907,Liberties Iii,3,1503,44,Gerrard,44 Gerrard St W 1503 Toronto,M5G 2K2,1,1,1+1,2,1,,Condo Apt Apartment,700-799,,TER,N,,0,Owned,"Concierge, Gym, Indoor Pool, Sauna",778.91,"2,362",C8231350,4/12/2024,"$620,000","$620,000","$620,000",,,,,46,Prev Listing,,5/28/2024,119070125,1.90E+14,ROYAL LEPAGE YOUR COMMUNITY REALTY,4/12/2024,,5/28/2024,"44 Gerrard st, Toronto, ON, Canada","44 Gerrard St E, Toronto, ON M5B 1W7, Canada",43.6598277,-79.3797427,713,
Toronto,Toronto C01,Waterfront Communities C1,2203,,925,925,560,Front,560 Front St 925 Toronto,M5V 1C1,1,,1,1,1,,Condo Apt Apartment,500-599,,TER,E,,0,,,429.47,"2,098.76",C8297168,5/2/2024,"$625,000","$625,000","$625,000",,,,,27,Mpac,,5/29/2024,,,HOMELIFE EAGLE REALTY INC.,5/2/2024,,5/29/2024,"560 Front st, Toronto, ON, Canada","560 Front St W, Toronto, ON M5V 1C1, Canada",43.641295,-79.4000147,550,2011
Toronto,Toronto C01,Waterfront Communities C1,2510,Ice Towers,22,1112,14,York,14 York St 1112 Toronto,M5J 2Z2,1,1,1+1,2,1,Open,Condo Apt Apartment,500-599,,TER,Se,,0,Owned,,504,"3,600",C8291564,5/1/2024,"$629,000","$629,000","$629,000",,,,,27,Per Seller,,5/28/2024,,,HARVEY KALLES REAL ESTATE LTD.,5/1/2024,,5/28/2024,"14 York st, Toronto, ON, Canada","14 York St, Toronto, ON M5J 0B1, Canada",43.6419657,-79.3815389,532,
Toronto,Toronto C01,Niagara,1799,Dna,4,504,1005,King,1005 King St W 504 Toronto,M6K 3M8,1,1,1+1,2,1,Open,Condo Apt Apartment,600-699,,Sold,S,Y,1,,"Gym, Party/Meeting Room, Rooftop Deck/Garden",567.22,"2,445.23",C8208318,4/5/2024,"$659,000","$630,000","$659,000","$630,000",96,5/17/2024,6/21/2024,42,Mpac,,,,,RE/MAX HALLMARK EMERSON GROUP REALTY LTD.,4/5/2024,"RE/MAX REALTY SPECIALISTS INC., BROKERAGE",5/25/2024,"1005 King st, Toronto, ON, Canada","1005 King St W, Toronto, ON M6K 3M8, Canada",43.6414302,-79.4143265,621,2006
Toronto,Toronto C01,Niagara,2119,,4,404,100,Western Battery,100 Western Battery Rd 404 Toronto,M6K 3S2,1,1,1+1,2,1,Terr,Condo Apt Apartment,600-699,,Sold,N,,1,Owned,"Games Room, Guest Suites, Gym, Indoor Pool, Media Room, Sauna",654.03,"2,378",C8361094,5/22/2024,"$599,900","$630,000","$599,900","$630,000",105,5/30/2024,6/25/2024,8,,,,,,RE/MAX HALLMARK FIRST GROUP REALTY LTD.,5/22/2024,"KELLER WILLIAMS LEGACIES REALTY, BROKERAGE",5/30/2024,"100 Western Battery st, Toronto, ON, Canada","100 Western Battery Rd, Toronto, ON M6K 3S2, Canada",43.639949,-79.4158187,630,2010
Toronto,Toronto C01,Waterfront Communities C1,2301,,21,220,151,Dan Leckie,151 Dan Leckie Way 220 Toronto,M5V 4B2,1,1,1+1,2,1,,Condo Apt Apartment,600-699,,TER,N,Y,1,Owned,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Squash/Racquet Court, Visitor Parking",604.56,"2,458.55",C8212870,4/8/2024,"$659,000","$635,000","$635,000",,,,,46,660 Sqf As Per Mpac,,5/24/2024,763010041,1.90E+14,NU STREAM REALTY (TORONTO) INC.,4/8/2024,,5/24/2024,"151 Dan Leckie st, Toronto, ON, Canada","151 Dan Leckie Way, Toronto, ON M5V 4B2, Canada",43.6398431,-79.3979199,698,
Toronto,Toronto C01,Kensington-Chinatown,801,,3,1003,519,Dundas,519 Dundas St W 1003 Toronto,M5T 1H2,1,1,1+1,2,1,,Condo Apt Apartment,700-799,,TER,W,Y,1,,,676.91,"2,152",C8320282,5/8/2024,"$638,000","$638,000","$638,000",,,,,16,From Previous Listing,,5/24/2024,,1.90E+14,RIGHT AT HOME REALTY,5/8/2024,,5/24/2024,"519 Dundas st, Toronto, ON, Canada","519 Dundas St W, Toronto, ON M5T 1H2, Canada",43.6525788,-79.39871,711,
Toronto,Toronto C01,Waterfront Communities C1,2346,,22,2221,352,Front,352 Front St W 2221 Toronto,M5V 0K3,1,,1,1,1,Open,Condo Apt Apartment,500-599,,EXP,E,,0,,"Concierge, Gym, Media Room, Party/Meeting Room, Rooftop Deck/Garden",421.73,"2,185.38",C8062258,2/12/2024,"$639,000","$639,000","$639,000",,,,,108,560 Sqft As Per Builder Floor Plan,,,763460439,1.90E+14,BAYTREE REAL ESTATE INC.,2/12/2024,,5/31/2024,"352 Front st, Toronto, ON, Canada","352 Front St W, Toronto, ON M5V 0K3, Canada",43.6433534,-79.3924515,548,2013
Toronto,Toronto C01,Niagara,2371,,604,604,150,East Liberty,150 East Liberty St 604 Toronto,M6K 3R5,1,,1,1,1,Open,Condo Apt Apartment,500-599,,TER,Ne,,0,Owned,,393.16,"1,839",C8273594,4/26/2024,"$640,000","$640,000","$640,000",,,,,34,Buildrs Floor Plan,,5/30/2024,,,CENTURY 21 LEADING EDGE REALTY INC.,4/26/2024,,5/30/2024,"150 East Liberty st, Toronto, ON, Canada","150 E Liberty St, Toronto, ON M6K 3R5, Canada",43.6387616,-79.4162413,508,
Toronto,Toronto C01,Waterfront Communities C1,1290,Cityscape Terrace,24,324,500,Richmond,500 Richmond St W 324 Toronto,M5V 3N4,1,,1,1,1,Open,Condo Apt Apartment,700-799,,TER,N,Y,1,,"Guest Suites, Rooftop Deck/Garden, Visitor Parking",736.77,"2,599",C8296922,5/2/2024,"$644,000","$644,000","$644,000",,,,,29,Previous Mls Listing,,5/31/2024,122900059,1.90E+14,RE/MAX HALLMARK REALTY LTD.,5/2/2024,,5/31/2024,"500 Richmond st, Toronto, ON, Canada","500 Richmond St W, Toronto, ON M5V 3N4, Canada",43.6475617,-79.3991385,720,
Toronto,Toronto C01,Waterfront Communities C1,2963,,6,3406,357,King,357 King St W 3406 Toronto,M5V 0S7,1,1,1+1,2,1,,Condo Apt Apartment,500-599,0-5,TER,E,,0,,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden",386.96,"2,019.30",C8227400,4/11/2024,"$655,000","$645,000","$645,000",,,,,46,583 Sqft As Builder's Floor Plan,,5/27/2024,769630312,1.90E+14,ROYAL LEPAGE PEACELAND STEVEN SUN REALTY,4/11/2024,,5/27/2024,"357 King st, Toronto, ON, Canada","357 King St W, Toronto, ON M5V 0S7, Canada",43.6457762,-79.3925063,583,
Toronto,Toronto C01,Waterfront Communities C1,1797,,10,510,38,Niagara,38 Niagara St 510 Toronto,M5V 3X1,2,,2,2,1,Open,Condo Apt Apartment,600-699,,Sold,Sw,Y,1,Owned,"Party/Meeting Room, Visitor Parking",550.8,"2,825",C8171460,3/25/2024,"$649,900","$645,000","$649,900","$645,000",99,4/30/2024,5/23/2024,37,Builder,,,127970078,1.90E+14,"Red and White Realty Inc., Brokerage",3/24/2024,"ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",5/27/2024,"38 Niagara st, Toronto, ON, Canada","38 Niagara St, Toronto, ON M5V 3X1, Canada",43.6421477,-79.401584,668,2006
Toronto,Toronto C01,Waterfront Communities C1,2584,,2,3602,290,Adelaide,290 Adelaide St W 3602 Toronto,M5V 0P3,1,,1,1,1,Open,Condo Apt Apartment,0-499,,EXP,W,,0,,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Sauna",340.77,"2,345.29",C8035976,2/1/2024,"$649,000","$649,000","$649,000",,,,,119,456 Sqft As Per Builder Floor Plan,,,765840439,1.90E+14,BAYTREE REAL ESTATE INC.,2/1/2024,,5/31/2024,"290 Adelaide st, Toronto, ON, Canada","290 Adelaide St W, Toronto, ON M5V 0P3, Canada",43.6480809,-79.3910262,439,2017
Toronto,Toronto C01,Bay Street Corridor,1284,The Penrose,902,902,750,Bay,750 Bay St 902 Toronto,M5G 1N6,1,,1,1,1,Open,Condo Apt Apartment,600-699,16-30,TER,E,Y,1,Owned,"Concierge, Exercise Room, Gym, Indoor Pool, Party/Meeting Room, Sauna",811.54,"2,844.99",C8251020,4/19/2024,"$699,000","$649,000","$649,000",,,,,38,Floor Plan,,5/27/2024,,1.90E+14,EXP REALTY,4/19/2024,,5/27/2024,"750 Bay st, Toronto, ON, Canada","750 Bay St., Toronto, ON M5G 1N6, Canada",43.6596664,-79.3860575,638,
Toronto,Toronto C01,Waterfront Communities C1,2406,,13,2713,170,Fort York,170 Fort York Blvd 2713 Toronto,M5V 0E6,1,1,1+1,2,1,Terr,Condo Apt Apartment,600-699,,TER,W,,0,Owned,,588.12,"2,311.98",C8130432,3/10/2024,"$665,000","$649,000","$649,000",,,,,78,Builder's Plan,,5/27/2024,,,ROYAL LEPAGE SIGNATURE REALTY,3/10/2024,,5/27/2024,"170 Fort York st, Toronto, ON, Canada","170 Fort York Blvd, Toronto, ON M5V 0E6, Canada",43.6393686,-79.3995846,,2014
Toronto,Toronto C01,Niagara,2915,,11,711,135,East Liberty,135 East Liberty St 711 Toronto,M6K 0G7,1,1,1+1,2,1,,Condo Apt Apartment,500-599,,TER,N,Y,1,Owned,"Concierge, Exercise Room, Gym, Party/Meeting Room",642.42,"3,067.30",C8324766,5/9/2024,"$679,999","$649,999","$649,999",,,,,20,570 Sq Ft Mpac,,5/29/2024,,,CENTURY 21 PERCY FULTON LTD.,5/9/2024,,5/29/2024,"135 East Liberty st, Toronto, ON, Canada","135 E Liberty St, Toronto, ON M6K 0G7, Canada",43.638566,-79.416906,,
Toronto,Toronto C01,Waterfront Communities C1,2510,,3,2503,12,York,12 York St 2503 Toronto,M5J 0A9,1,1,1+1,2,1,Jlte,Condo Apt Apartment,600-699,,TER,S,,0,Owned,,533.28,"3,144.81",C8295066,5/1/2024,"$649,999","$649,999","$649,999",,,,,29,Mpac,,5/30/2024,,,RE/MAX PROFESSIONALS INC.,5/1/2024,,5/30/2024,"12 York st, Toronto, ON, Canada","12 York St, Toronto, ON M5J 0A9, Canada",43.6417442,-79.3819559,606,
Toronto,Toronto C01,Bay Street Corridor,2751,The Britt,26,2615,955,Bay,955 Bay St 2615 Toronto,M5S 0C6,1,,1,1,1,Open,Condo Apt Apartment,500-599,0-5,TER,E,,0,,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden",375.42,"2,598.47",C8288758,4/30/2024,"$650,000","$650,000","$650,000",,,,,27,Mpac,,5/27/2024,,1.90E+14,RE/MAX WEST REALTY INC.,4/30/2024,,5/27/2024,"955 Bay st, Toronto, ON, Canada","955 Bay St., Toronto, ON M5S 0C6, Canada",43.6646319,-79.3869529,538,
Toronto,Toronto C01,Waterfront Communities C1,1536,,18,2118,230,Queens,230 Queens Quay W 2118 Toronto,M5J 2Y7,1,,1,1,1,Open,Condo Apt Apartment,600-699,16-30,Sold,S,Y,1,,"Guest Suites, Gym, Indoor Pool",569.12,"2,596.50",C8345804,5/16/2024,"$650,000","$650,000","$650,000","$650,000",100,5/30/2024,6/27/2024,15,Builders Plan,,,125360483,1.90E+14,ROYAL LEPAGE TERREQUITY REALTY,5/15/2024,"FENGHILL REALTY INC., BROKERAGE",5/31/2024,"230 Queens st, Toronto, ON, Canada","230 Queen St W, Toronto, ON M5V 1Z6, Canada",43.6503759,-79.3901779,610,
Toronto,Toronto C01,Waterfront Communities C1,2346,,4,1604,352,Front,352 Front St W 1604 Toronto,M5V 1B5,1,1,1+1,2,1,Open,Condo Apt Apartment,600-699,0-5,TER,S,,0,Owned,"Concierge, Exercise Room, Games Room, Guest Suites, Gym",445.12,"2,165.39",C8181796,3/28/2024,"$675,000","$650,000","$650,000",,,,,65,Floor Plan,,5/31/2024,,,HOMELIFE/MIRACLE REALTY LTD,3/27/2024,,5/31/2024,"352 Front st, Toronto, ON, Canada","352 Front St W, Toronto, ON M5V 0K3, Canada",43.6433534,-79.3924515,,2013
Toronto,Toronto C01,Waterfront Communities C1,2874,,8,608,505,Richmond,505 Richmond St W 608 Toronto,M5V 1Y3,1,,1,1,1,Open,Condo Apt Apartment,500-599,,Sold,W,,0,,,450.88,"2,338.68",C8352072,5/18/2024,"$668,000","$650,000","$668,000","$650,000",97,5/22/2024,7/4/2024,4,As Per Owner,,,,,FIRST CLASS REALTY INC.,5/18/2024,"HOMELIFE NEW WORLD REALTY INC., BROKERAGE",5/30/2024,"505 Richmond st, Toronto, ON, Canada","505 Richmond St W, Toronto, ON M5V 0P4, Canada",43.64709,-79.3999337,529,
Toronto,Toronto C01,Niagara,2322,Liberty Lakeview Towers,4,2109,85,East Liberty,85 East Liberty St 2109 Toronto,M6K 3R4,1,1,1+1,2,1,Open,Condo Apt Apartment,600-699,,Sold,E,Y,1,Owned,"Concierge, Games Room, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden",531.42,"2,378.60",C8348466,5/17/2024,"$599,000","$655,000","$599,000","$655,000",109,5/24/2024,6/24/2024,7,Floor Plan,,,,,REAL ESTATE HOMEWARD,5/17/2024,"EXP REALTY, BROKERAGE",5/27/2024,"85 East Liberty st, Toronto, ON, Canada","85 E Liberty St, Toronto, ON M6K 3R4, Canada",43.6381606,-79.4155672,640,
Toronto,Toronto C01,Waterfront Communities C1,1713,,9,510,35,Mariner,35 Mariner Terr 510 Toronto,M5V 3V9,1,1,1+1,2,1,Open,Condo Apt Apartment,700-799,,Sold,S,Y,1,Owned,"Concierge, Gym, Indoor Pool, Squash/Racquet Court, Tennis Court",608.95,"2,731.72",C8375638,5/27/2024,"$639,000","$660,000","$639,000","$660,000",103,5/28/2024,7/19/2024,1,760 Sqft (725 Unit + 35 Balcony),,,127130033,1.90E+14,RE/MAX HALLMARK RICHARDS GROUP REALTY LTD.,5/27/2024,"STRATA REAL ESTATE, BROKERAGE",5/29/2024,"35 Mariner st, Toronto, ON, Canada","CityPlace, Toronto, ON M5V, Canada",43.6416061,-79.3901975,760,
Toronto,Toronto C01,Waterfront Communities C1,2485,,17,2607,85,Queens Wharf,85 Queens Wharf Rd 2607 Toronto,M5V 0J9,1,,1,1,1,Open,Condo Apt Apartment,500-599,,Sold,Nw,Y,1,Owned,,535.58,"2,876.50",C8271598,4/25/2024,"$679,000","$666,000","$679,000","$666,000",98,5/5/2024,7/31/2024,10,Builder Plan 590+43Sqft Balcony,,,764580543,1.90E+14,NORTH 2 SOUTH REALTY,4/25/2024,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",5/24/2024,"85 Queens Wharf st, Toronto, ON, Canada","85 Queens Wharf Rd, Toronto, ON M5V 0J9, Canada",43.6389055,-79.3986983,599,
Toronto,Toronto C01,Niagara,2181,Neptune Condos,75,1475,209,Fort York,209 Fort York Blvd 1475 Toronto,M5V 4A1,1,1,1+1,2,1,Open,Condo Apt Apartment,600-699,,TER,W,,1,Owned,,563.76,"2,175.62",C8291458,5/1/2024,"$669,000","$669,000","$669,000",,,,,28,Seller,,5/29/2024,761810556,1.90E+14,REALTY WEALTH GROUP INC.,5/1/2024,,5/30/2024,"209 Fort York st, Toronto, ON, Canada","209 Fort York Blvd, Toronto, ON M5V 4A1, Canada",43.6370843,-79.4045175,634,
Toronto,Toronto C01,Niagara,2792,Zen Condos,10,#711,19,Western Battery,19 Western Battery Rd #711 Toronto,M6K 0E3,1,1,1+1,2,1,Open,Condo Apt Apartment,500-599,0-5,SUS,W,Y,1,Owned,"Concierge, Gym, Indoor Pool, Party/Meeting Room",615,"2,820",C8253734,4/19/2024,"$689,888","$679,888","$679,888",,,,,39,Floor Plan Builder 576+39 Sqft,5/28/2024,,767920058,1.90E+14,ROYAL LEPAGE MEADOWTOWNE REALTY,4/19/2024,,5/29/2024,"19 Western Battery st, Toronto, ON, Canada","19 Western Battery Rd, Toronto, ON M6K 0E3, Canada",43.6397197,-79.4113714,563,
Toronto,Toronto C01,Niagara,2322,,18,1119,85,East Liberty,85 East Liberty St 1119 Toronto,M6K 3R4,1,1,1+1,2,1,Terr,Condo Apt Apartment,600-699,,Sold,W,Y,1,Owned,"Concierge, Guest Suites, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",531.42,"2,385.26",C8343002,5/15/2024,"$599,900","$682,000","$599,900","$682,000",114,5/23/2024,7/3/2024,8,.,,,,,RIGHT AT HOME REALTY,5/15/2024,"SUTTON GROUP-ADMIRAL REALTY INC., BROKERAGE",5/25/2024,"85 East Liberty st, Toronto, ON, Canada","85 E Liberty St, Toronto, ON M6K 3R4, Canada",43.6381606,-79.4155672,696,
Toronto,Toronto C01,Niagara,1799,,17,139,1005,King,1005 King St W 139 Toronto,M6K 3M8,1,,1,1,2,Terr,Condo Apt Loft,600-699,,TER,W,Y,1,Owned,"Bike Storage, Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",603.54,"2,488.37",C8123034,3/7/2024,"$649,000","$685,000","$685,000",,,,,82,Previous Listing,,5/28/2024,127990017,1.90E+14,EVERLAND REALTY INC.,3/7/2024,,5/28/2024,"1005 King st, Toronto, ON, Canada","1005 King St W, Toronto, ON M6K 3M8, Canada",43.6414302,-79.4143265,642,2006
