Municipality,Municipality District,Community,Condo Corp#,Building Name,Unit #,Apt/Unit #,Street #,Street Name,Address,Postal Code,Bedrooms,Bedrooms +,Beds,Bedrooms Total,WR,Balcony,Type,SqFt,Approx Age,Status,Exposure,Parking Included,Total Parking Spaces,Locker,Building Amenities,Maintenance,Taxes,MLS#,Listing Entry Date,Original Price,Price,List Price,Sold Price,% Listing Price,Sold Date,Closed Date,DOM,Square Foot Source,Suspended Date,Suspended Entry Date,Terminated Date,Terminated Entry Date,PIN#,Assessment Roll #,List Brokerage,Contract Date,Co-Operating Brokerage,Last Update Date
Toronto,Toronto C08,Church-Yonge Corridor,619,,3,1203,77,Carlton,77 Carlton St 1203 Toronto,M5B 2J7,2,1,2 + 1,3,2,,Condo Apt Apartment,1400-1599,,Sold,N,Y,1,Exclusive,"Exercise Room, Recreation Room, Sauna, Squash/Racquet Court",1296.55,3551.24,C8161580,3/21/2024,919900,800000,869900,800000,92,5/8/2024,6/17/2024,48,As Per Floor Plans,,,,,,1.90E+14,UNION REALTY BROKERAGE INC.,3/21/2024,"CHESTNUT PARK REAL ESTATE LIMITED, BROKERAGE",5/13/2024
Toronto,Toronto C08,Waterfront Communities C8,2491,,15,1115,39,Queens,39 Queens Quay E 1115 Toronto,M5E 0A5,1,1,1 + 1,2,2,Open,Condo Apt Apartment,700-799,,SUS,Se,,0,Owned,"Concierge, Gym, Indoor Pool, Outdoor Pool, Party/Meeting Room, Visitor Parking",648.45,2094.84,C8290522,4/30/2024,835000,835000,835000,,,,,10,726Sf Per Mpac,5/10/2024,5/10/2024,,,764910380,1.90E+14,BAY STREET INTEGRITY REALTY INC.,4/30/2024,,5/10/2024
Toronto,Toronto C08,Moss Park,2481,Post House Condos,11,311,105,George,105 George St 311 Toronto,M5A 0L4,2,,2,2,2,Terr,Condo Apt Apartment,700-799,,TER,W,Y,1,Owned,,838.11,3172.3,C8318882,5/8/2024,838000,838000,838000,,,,,5,754 Sq Ft + 400 Sq Ft Terrace,,,5/13/2024,5/14/2024,,,RE/MAX EXPERTS,5/8/2024,,5/14/2024
Toronto,Toronto C08,Moss Park,2784,East United Condos,15,915,120,Parliament,120 Parliament St 915 Toronto,M5A 0N6,2,1,2 + 1,3,2,Open,Condo Apt Apartment,700-799,0-5,TER,S,Y,1,Owned,"Bike Storage, Concierge, Exercise Room, Guest Suites, Gym, Visitor Parking",638.22,3131.49,C7392418,1/11/2024,840000,840000,840000,,,,,119,745 Sqft As Per Builder,,,5/9/2024,5/9/2024,,1.90E+14,FOREST HILL REAL ESTATE INC.,1/11/2024,,5/9/2024
Toronto,Toronto C08,Church-Yonge Corridor,2720,,6,1606,50,Wellesley,50 Wellesley St E 1606 Toronto,M4Y 0C8,2,,2,2,2,Open,Condo Apt Apartment,700-799,,TER,E,,0,,"Bbqs Allowed, Concierge, Exercise Room, Games Room, Gym, Outdoor Pool",465.99,3361.89,C8156950,3/20/2024,898000,848000,848000,,,,,54,743 Sqft.As Per Builder,,,5/13/2024,5/13/2024,767200324,1.90E+14,AIMHOME REALTY INC.,3/20/2024,,5/13/2024
Toronto,Toronto C08,Church-Yonge Corridor,2117,,7,2607,110,Charles,110 Charles St E 2607 Toronto,M4Y 1T5,2,,2,2,2,Open,Condo Apt Apartment,800-899,,EXP,Nw,Y,1,Owned,"Concierge, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room, Visitor Parking",682.38,3504.61,C8136330,3/12/2024,879000,849000,849000,,,,,61,As Per Builder,,,,,,,MASTER`S TRUST REALTY INC.,3/12/2024,,5/13/2024
Toronto,Toronto C08,Waterfront Communities C8,0,Time & Space,5,2405 E,70,Princess,70 Princess St 2405 E Toronto,M5A 0X6,3,,3,3,3,Open,Condo Apt Apartment,800-899,New,Sold,E,Y,1,Owned,"Concierge, Games Room, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",627.01,0,C8187480,4/1/2024,899000,880000,899000,880000,98,4/7/2024,5/9/2024,6,885 As Per Builder,,,,,,,HARLOWE REALTY CORPORATION,4/1/2024,"HARLOWE REALTY CORPORATION, BROKERAGE",5/10/2024
Toronto,Toronto C08,Church-Yonge Corridor,0,Social,8,Ph08,100,Dalhousie,100 Dalhousie St Ph08 Toronto,M5B 0C7,1,1,1 + 1,2,2,Open,Condo Apt Apartment,600-699,New,EXP,S,Y,1,,"Exercise Room, Gym, Media Room, Party/Meeting Room, Rooftop Deck/Garden, Sauna",475.53,0,C7296810,11/14/2023,899000,899000,899000,,,,,182,630 As Per Builder,,,,,,,HARLOWE REALTY CORPORATION,11/13/2023,,5/14/2024
Toronto,Toronto C08,North St. James Town,2152,,5,905,28,Linden,28 Linden St 905 Toronto,M4Y 0A4,2,,2,2,2,Open,Condo Apt Apartment,900-999,,TER,S,Y,1,Owned,,773.01,3524.5,C8021484,1/25/2024,969000,949000,949000,,,,,109,Approx,,,5/13/2024,5/13/2024,,,RIGHT AT HOME REALTY,1/25/2024,,5/13/2024
Toronto,Toronto C08,Church-Yonge Corridor,2429,X Condo,8,1708,110,Charles,110 Charles St E 1708 Toronto,M4Y 1T5,2,,2,2,2,Open,Condo Apt Apartment,800-899,,TER,Ne,Y,1,Owned,"Concierge, Games Room, Gym, Outdoor Pool, Party/Meeting Room, Visitor Parking",682,3331.38,C8233560,4/15/2024,949998,949998,949998,,,,,29,Matterport/Floorplan,,,5/14/2024,5/14/2024,,,NEST SEEKERS INTERNATIONAL REAL ESTATE,4/15/2024,,5/14/2024
Toronto,Toronto C08,North St. James Town,2952,,15,1503,575,Bloor,575 Bloor St E 1503 Toronto,M4W 0B2,2,,2,2,2,Open,Condo Apt Apartment,900-999,0-5,Sold,Ne,Y,1,,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Sauna, Visitor Parking",774.08,4246.6,C8235042,4/15/2024,985000,950000,985000,950000,96,5/13/2024,6/3/2024,29,Builder's Plan,,,,,,,RE/MAX REALTRON REALTY INC.,4/14/2024,"SOTHEBY`S INTERNATIONAL REALTY CANADA, BROKERAGE",5/13/2024
Toronto,Toronto C08,Church-Yonge Corridor,2817,Stanley,2,2102,403,Church,403 Church St 2102 Toronto,M4Y 2C2,2,,2,2,2,Open,Condo Apt Apartment,800-899,0-5,TER,Sw,Y,1,Owned,"Concierge, Gym",406.4,4204,C8234726,4/15/2024,995000,995000,995000,,,,,24,868 Sq Ft,,,5/9/2024,5/9/2024,768170330,,HOMELIFE/REALTY ONE LTD.,4/15/2024,,5/9/2024
Toronto,Toronto C08,Church-Yonge Corridor,2665,,5,1305,88,Scott,88 Scott St 1305 Toronto,M5E 0A9,2,1,2 + 1,3,2,Open,Condo Apt Apartment,900-999,0-5,EXP,Ne,Y,1,Owned,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Sauna, Visitor Parking",834.33,4284.14,C8062664,2/12/2024,1188000,998000,998000,,,,,90,Per Plan,,,,,766650124,,AIMHOME REALTY INC.,2/11/2024,,5/12/2024
Toronto,Toronto C08,Church-Yonge Corridor,2577,,5,6705,1,Bloor,1 Bloor St E 6705 Toronto,M4W 0A8,1,1,1 + 1,2,2,Open,Condo Apt Apartment,700-799,,TER,S,Y,1,Owned,"Concierge, Exercise Room, Indoor Pool, Outdoor Pool, Rooftop Deck/Garden, Sauna",718.24,5916.51,C8274318,4/26/2024,999000,999000,999000,,,,,13,744 Sf + ~235 Sf Balcony,,5/8/2024,5/9/2024,5/9/2024,,1.90E+14,CENTURY 21 THE ONE REALTY,4/26/2024,,5/9/2024
Toronto,Toronto C08,Church-Yonge Corridor,596,,16,Th16,80,Adelaide,80 Adelaide St E Th16 Toronto,M5C 1K9,2,,2,2,2,Terr,Condo Apt 2-Storey,1000-1199,,TER,S,Y,1,Ensuite,"Bike Storage, Concierge, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",1002.15,2731.72,C8239430,4/16/2024,999000,999000,999000,,,,,28,Floor Plans,,,5/14/2024,5/14/2024,115960050,1.90E+14,REAL ESTATE HOMEWARD,4/16/2024,,5/14/2024
Toronto,Toronto C08,Waterfront Communities C8,2012,,12,312,33,Mill,33 Mill St 312 Toronto,M5A 3N3,2,,2,2,2,Jlte,Condo Apt Apartment,1000-1199,,TER,Sw,Y,1,Owned,,1037.14,4464,C8248156,4/18/2024,999900,999900,999900,,,,,21,Mpac,,,5/9/2024,5/9/2024,,,RE/MAX REAL ESTATE CENTRE INC.,4/18/2024,,5/9/2024
Toronto,Toronto C08,Church-Yonge Corridor,2550,,3,3603,42,Charles,42 Charles St E 3603 Toronto,M4Y 0B7,2,,2,2,2,Open,Condo Apt Apartment,700-799,0-5,TER,Sw,Y,1,Owned,"Concierge, Exercise Room, Guest Suites, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",702.35,4690.57,C8140936,3/14/2024,1048000,1048000,1048000,,,,,57,Builder's Plan,,,5/10/2024,5/10/2024,,,HOMELIFE/VISION REALTY INC.,3/14/2024,,5/10/2024
Toronto,Toronto C08,Waterfront Communities C8,2467,River City Phase 2,12,1212,32,Trolley,32 Trolley Cres 1212 Toronto,M5A 0E8,3,,3,3,2,Open,Condo Apt Apartment,1000-1199,2024-06-10 0:00,TER,W,Y,1,Owned,"Concierge, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",887.4,4084.26,C8072384,2/16/2024,1059990,1059990,1059990,,,,,88,1070 Sf Measured,,,5/13/2024,5/14/2024,,,POPE REAL ESTATE LIMITED,2/15/2024,,5/14/2024
Toronto,Toronto C08,Waterfront Communities C8,2449,,5,2105,8,The Esplanade,8 The Esplanade 2105 Toronto,M5E 0A6,1,1,1 + 1,2,2,Open,Condo Apt Apartment,900-999,2024-06-10 0:00,TER,Nw,Y,1,,"Concierge, Guest Suites, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",842.15,4004.3,C8198076,4/3/2024,999900,1075000,1075000,,,,,41,Professional Measured 950 Sq. Ft.,,,5/14/2024,5/14/2024,764490467,1.90E+14,RE/MAX WEALTH BUILDERS REAL ESTATE,4/3/2024,,5/14/2024
Toronto,Toronto C08,Church-Yonge Corridor,2817,Stanley Condo,12,2812,403,Church,403 Church St 2812 Toronto,M4Y 0C9,3,,3,3,2,Open,Condo Apt Apartment,900-999,0-5,TER,Se,Y,1,Owned,"Concierge, Games Room, Gym, Media Room, Party/Meeting Room",779.56,4683.92,C8028834,1/29/2024,1149000,1098888,1098888,,,,,105,957 Sq Ft+256Sq Ft,,,5/11/2024,5/11/2024,,,HOMELIFE LANDMARK REALTY INC.,1/27/2024,,5/11/2024
Toronto,Toronto C08,Waterfront Communities C8,1385,,9,1131,109,Front,109 Front St E 1131 Toronto,M5A 4P7,2,,2,2,2,Open,Condo Apt Apartment,1000-1199,,Sold,Sw,Y,1,Owned,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Sauna",1103.42,4244.16,C8306472,5/4/2024,1099000,1100000,1099000,1100000,100,5/9/2024,6/27/2024,6,"Mpac = 1,170 Sq.Ft.",,,,,123850171,1.90E+14,RE/MAX HALLMARK EMERSON GROUP REALTY LTD.,5/3/2024,"RE/MAX HALLMARK REALTY LTD., BROKERAGE",5/10/2024
Toronto,Toronto C08,Church-Yonge Corridor,2862,Yonge+Rich Condo,10,2510,25,Richmond,25 Richmond St E 2510 Toronto,M5C 0A6,2,1,2 + 1,3,2,Terr,Condo Apt Apartment,800-899,0-5,EXP,S,Y,1,Owned,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",699.36,3756.41,C8066080,2/14/2024,1152000,1152000,1152000,,,,,88,869 + 473 Balcony,,,,,768620416,1.90E+14,BAY STREET GROUP INC.,2/14/2024,,5/13/2024
Toronto,Toronto C08,Church-Yonge Corridor,2739,,9,5009,197,Yonge,197 Yonge St 5009 Toronto,M5B 1M4,3,,3,3,2,Open,Condo Apt Apartment,800-899,0-5,Sold,Sw,Y,1,Owned,"Bike Storage, Concierge, Gym, Party/Meeting Room",1052.33,4430,C8225330,4/11/2024,1198000,1179000,1198000,1179000,98,4/30/2024,5/31/2024,19,Mpac,,,,,767390814,1.90E+14,RIGHT AT HOME REALTY,4/11/2024,"ROYAL LEPAGE YOUR COMMUNITY REALTY, BROKERAGE",5/13/2024
Toronto,Toronto C08,Cabbagetown-South St. James Town,675,,3,603,130,Carlton,130 Carlton St 603 Toronto,M5A 4K3,2,,2,2,2,Encl,Condo Apt Apartment,1800-1999,31-50,TER,Ne,Y,1,Ensuite,"Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",1803.96,4499.36,C8061528,2/12/2024,1249900,1249900,1249900,,,,,88,1823 As Per Floor Plan,,,5/10/2024,5/10/2024,,,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,2/12/2024,,5/10/2024
Toronto,Toronto C08,Regent Park,0,River And Fifth,5,3305,5,Defries,5 Defries St 3305 Toronto,M5A 0W7,3,,3,3,2,Open,Condo Apt Apartment,800-899,New,TER,S,,1,Owned,"Bus Ctr (Wifi Bldg), Guest Suites, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",0,0,C8289118,4/30/2024,1348000,1348000,1348000,,,,,9,898( Per Builders Plan),,,5/9/2024,5/9/2024,,,LIFESTYLE/YONGE REALTY INC.,4/30/2024,,5/9/2024
Toronto,Toronto C08,Church-Yonge Corridor,2941,,9,3609,3,Gloucester,3 Gloucester St 3609 Toronto,M4Y 0C6,2,,2,2,2,Open,Condo Apt Apartment,700-799,0-5,TER,Sw,Y,1,Owned,,600,4000,C8210970,4/7/2024,1399000,1399000,1399000,,,,,32,Floor Plan,,,5/9/2024,5/9/2024,769410430,1.90E+14,AIMHOME REALTY INC.,4/7/2024,,5/9/2024
Toronto,Toronto C08,Church-Yonge Corridor,2577,,1,6101,1,Bloor,1 Bloor St E 6101 Toronto,M4W 1A9,2,1,2 + 1,3,3,Open,Condo Apt Apartment,1000-1199,2024-06-10 0:00,Sold,Ne,Y,1,Owned,"Bbqs Allowed, Concierge, Gym, Indoor Pool, Outdoor Pool, Party/Meeting Room",969.05,7078.92,C8277470,4/27/2024,1548800,1510000,1548800,1510000,97,5/4/2024,8/1/2024,7,Per Developer,,,,,,,ROYAL LEPAGE SIGNATURE REALTY,4/27/2024,"RE/MAX WEST REALTY INC., BROKERAGE",5/10/2024
Toronto,Toronto C08,Waterfront Communities C8,2768,Aquavista,8,Ph10,1,Edgewater,1 Edgewater Dr Ph10 Toronto,M5A 0L1,2,1,2 + 1,3,3,Open,Condo Apt Apartment,1200-1399,0-5,TER,S,Y,2,Exclusive,"Bike Storage, Concierge, Exercise Room, Guest Suites, Outdoor Pool, Visitor Parking",1518.51,7568.88,C8199052,4/3/2024,1649000,1649000,1649000,,,,,38,Floor Plans Approx 1375 Sq Ft + Balcony 100 Sq Ft,,,5/11/2024,5/11/2024,,,RIGHT AT HOME REALTY,4/3/2024,,5/11/2024
Toronto,Toronto C08,Waterfront Communities C8,2332,The Berczy,5,605,55,Front,55 Front St E 605 Toronto,M5E 0A7,2,1,2 + 1,3,2,Terr,Condo Apt Apartment,1400-1599,,Sold,Sw,Y,1,Owned,"Concierge, Guest Suites, Gym, Party/Meeting Room, Rooftop Deck/Garden, Sauna",1062.36,7462.26,C8314362,5/7/2024,2049900,2010000,2049900,2010000,98,5/9/2024,8/15/2024,2,"1425 Sq Ft Interior, Plus Approx. 800 Sq Ft Terrace, And ~150 Sq Ft Balcony",,,,,763320154,1.90E+14,IPRO REALTY LTD.,5/7/2024,"RE/MAX REALTRON REALTY INC., BROKERAGE",5/13/2024
Toronto,Toronto C08,Waterfront Communities C8,2894,,8,608,118,Merchants' Wharf,118 Merchants' Wharf S 608 Toronto,M5A 0L3,2,,2,2,3,Encl,Comm Element Condo Apartment,1200-1399,0-5,TER,S,Y,1,Ensuite,,1034,0,C8007468,1/18/2024,2580000,2580000,2580000,,,,,113,Per Seller,,,5/10/2024,5/10/2024,768940102,1.90E+14,RE/MAX ATRIUM HOME REALTY,1/18/2024,,5/10/2024
Toronto,Toronto C10,Mount Pleasant West,2559,30,7,807,30,Roehampton,30 Roehampton Ave E 807 Toronto,M4P 0B9,1,,1,1,1,Open,Condo Apt Apartment,500-599,2024-06-10 0:00,TER,N,,0,,,429.23,2645.1,C8027874,1/28/2024,2300,2300,2300,,,,,2,585,,,1/29/2024,1/29/2024,765590000,,JDL REALTY INC.,1/27/2024,,1/29/2024
Toronto,Toronto C10,Mount Pleasant West,1890,Quantum South,31,A-31,2181,Yonge,2181 Yonge St A-31 Toronto,M4S 3H7,0,,0,0,0,,Locker Other,,,EXP,,,,Owned,,14.29,26,C6181480,6/20/2023,4520,4520,4520,,,,,228,,,,,,,,MINTO REALTY INC.,6/17/2023,,2/1/2024
Toronto,Toronto C10,Mount Pleasant West,1965,Quantum North,76,2-76,2191,Yonge,2191 Yonge St 2-76 Toronto,M4S 3H8,0,,0,0,0,,Locker,,,EXP,,,,Owned,,18.34,52,C6181488,6/20/2023,4520,4520,4520,,,,,228,,,,,,,,MINTO REALTY INC.,6/17/2023,,2/1/2024
Toronto,Toronto C10,Mount Pleasant West,2642,,138,A54,185,Roehampton,185 Roehampton Ave A54 Toronto,M4P 1R4,0,,0,0,0,,Locker Other,,,EXP,,,,Owned,,29.31,33.31,C6804968,9/9/2023,9250,9250,9250,,,,,113,,,,,,211360532,,RIGHT AT HOME REALTY,9/9/2023,,1/1/2024
Toronto,Toronto C10,Mount Pleasant West,2763,150 Redpath,87,,161,Roehampton,161 Roehampton Ave Toronto,M4P 1P9,0,,0,0,0,,Locker,,,Sold,,,,Owned,,26,0,C8074930,2/16/2024,15899,15000,15899,15000,94,2/18/2024,2/29/2024,3,,,,,,767630701,,ROYAL LEPAGE/J & D DIVISION,2/15/2024,"PSR, BROKERAGE",2/21/2024
Toronto,Toronto C10,Mount Pleasant West,1897,,12,,900,Mount Pleasant,900 Mount Pleasant Rd Toronto,M4P 3J9,0,,0,0,0,,Parking Space Other,,16-30,EXP,,,1,,,73.31,170.62,C5733395,8/16/2022,488880,48880,48880,,,,,502,,,,,,129870000,,"WEB MAX REALTY INC., BROKERAGE",8/16/2022,,1/1/2024
Toronto,Toronto C10,Mount Pleasant East,2109,The Republic,53,Parking,25,Broadway,25 Broadway Ave Parking Toronto,M4P 1T7,0,,0,0,0,,Parking Space,,,EXP,,,1,,,33.73,0,C5877007,1/21/2023,59800,59800,59800,,,,,344,,,,,,761090000,,"HOMELIFE NEW WORLD REALTY INC., BROKERAGE",1/21/2023,,1/1/2024
Toronto,Toronto C10,Mount Pleasant West,2763,150 Redpath,5,,161,Roehampton,161 Roehampton Ave Toronto,M4P 1P9,0,,0,0,0,,Parking Space,,,Sold,,,1,,,90.88,0,C8074938,2/16/2024,82899,82899,82899,82899,100,2/18/2024,2/29/2024,3,,,,,,767630619,,ROYAL LEPAGE/J & D DIVISION,2/15/2024,"PSR, BROKERAGE",2/21/2024
Toronto,Toronto C10,Mount Pleasant East,2689,Residence Of 101 Erskine,7,Lvl B#7,101,Erskine,101 Erskine Ave Lvl B#7 Toronto,M4P 1Y5,0,,0,0,0,,Parking Space,,,EXP,,,1,,,0,0,C7265914,11/1/2023,89900,89900,89900,,,,,91,,,,,,,,CENTURY 21 HERITAGE GROUP LTD.,11/1/2023,,2/1/2024
Toronto,Toronto C10,Mount Pleasant West,2898,Citylights,19,1007,195,Redpath,195 Redpath Ave 1007 Toronto,M4P 0E4,0,,0,0,1,Open,Condo Apt Apartment,0-499,0-5,Sold,S,,0,Owned,"Concierge, Exercise Room, Gym, Media Room, Recreation Room",297.55,1514,C7324066,11/27/2023,459000,415000,429000,415000,97,1/12/2024,1/30/2024,46,345 Sqft + Balcony,,,,,76898686,,ROYAL LEPAGE NEW CONCEPT,11/27/2023,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",1/15/2024
Toronto,Toronto C10,Mount Pleasant West,2898,Citylights,19,907,195,Redpath,195 Redpath Ave 907 Toronto,M4P 0E4,0,,0,0,1,Open,Condo Apt Apartment,0-499,,Sold,S,,0,,"Concierge, Gym, Media Room, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",281.54,1494.92,C7380452,1/5/2024,399900,420000,435000,420000,97,1/25/2024,2/29/2024,20,As Per Builder,,,,,211360200,,HOMEART REALTY SERVICES INC.,1/5/2024,"AVION REALTY INC., BROKERAGE",1/26/2024
Toronto,Toronto C10,Mount Pleasant West,2898,,7,2307,195,Redpath,195 Redpath Ave 2307 Toronto,M4P 0E4,0,,0,0,1,Open,Condo Apt Apartment,0-499,,Sold,S,,0,Owned,,297.55,1514.9,C8015574,1/22/2024,378800,430000,378800,430000,114,2/5/2024,2/22/2024,14,345 Sq+45 Sq Balcony,,,,,,,RE/MAX REALTRON REALTY INC.,1/22/2024,"KELLER WILLIAMS CO-ELEVATION REALTY, BROKERAGE",2/8/2024
Toronto,Toronto C10,Mount Pleasant West,2898,,8,708,99,Broadway,99 Broadway Ave 708 Toronto,M4P 0A5,1,,1,1,1,Open,Condo Apt Apartment,0-499,,Sold,S,,0,,"Concierge, Outdoor Pool, Party/Meeting Room, Visitor Parking",351.49,1781,C7060286,10/5/2023,495000,458000,485000,458000,94,1/26/2024,2/15/2024,113,450,,,,,129970535,1.90E+14,REALTY PARTNERS CORP.,10/5/2023,"RE/MAX REAL ESTATE CENTRE INC., BROKERAGE",1/28/2024
Toronto,Toronto C10,Mount Pleasant West,2788,Art Shoppe Lofts-Condos,843,843,8,Hillsdale,8 Hillsdale Ave E 843 Toronto,M4S 1T5,0,,0,0,1,,Condo Apt Apartment,0-499,0-5,TER,N,,0,Owned,,288.98,1486,C7350944,12/11/2023,479999,479999,479999,,,,,23,Builder,,,1/3/2024,1/3/2024,767880161,1.90E+14,RE/MAX PREMIER INC.,12/11/2023,,1/3/2024
Toronto,Toronto C10,Mount Pleasant West,2898,City On Broadway,5,1905,99,Broadway,99 Broadway Ave 1905 Toronto,M4P 0E3,1,,1,1,1,Open,Condo Apt Apartment,0-499,0-5,Sold,N,,0,Owned,"Concierge, Exercise Room, Outdoor Pool, Party/Meeting Room, Visitor Parking",351.49,1781.41,C7296390,11/14/2023,525000,488000,494900,488000,99,1/11/2024,3/1/2024,58,420 Sqft As Per Builder Floorplan,,,,,211360564,,UNION CAPITAL REALTY,11/14/2023,"UNION CAPITAL REALTY, BROKERAGE",1/11/2024
Toronto,Toronto C10,Mount Pleasant West,2898,Citylights,14,2202,195,Redpath,195 Redpath Ave 2202 Toronto,M4P 0E4,1,,1,1,1,Open,Condo Apt Apartment,0-499,,EXP,N,,0,Owned,"Bbqs Allowed, Concierge, Gym, Outdoor Pool, Rooftop Deck/Garden, Visitor Parking",351.49,1781.41,C6804844,9/9/2023,498000,498000,498000,,,,,113,As Per The Builder,,,,,211360564,1.90E+14,RIGHT AT HOME REALTY,9/9/2023,,1/1/2024
Toronto,Toronto C10,Mount Pleasant West,2898,,5,605,195,Redpath,195 Redpath Ave 605 Toronto,M4P 0E4,1,,1,1,1,Open,Condo Apt Apartment,0-499,,Sold,S,,0,Owned,"Bbqs Allowed, Concierge, Gym, Outdoor Pool, Party/Meeting Room, Visitor Parking",385.55,1976.17,C7381330,1/5/2024,510000,500000,510000,500000,98,1/16/2024,3/15/2024,11,470Sqft As Per Mpac,,,,,211360200,,BERKSHIRE HATHAWAY HOMESERVICES WEST REALTY,1/5/2024,"CITYSITES REALTY INC., BROKERAGE",1/16/2024
Toronto,Toronto C10,Mount Pleasant East,2898,,N906,906 Nt,99,Broadway,99 Broadway Ave 906 Nt Toronto,M4P 0E3,1,,1,1,1,Open,Condo Apt Apartment,500-599,,Sold,S,,0,Exclusive,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",405.79,2034.6,C7223050,10/16/2023,539990,507500,539990,507500,94,1/31/2024,3/28/2024,107,Builder's Plan,,,,,,,RIGHT AT HOME REALTY,10/16/2023,"RIGHT AT HOME REALTY, BROKERAGE",1/31/2024
Toronto,Toronto C10,Mount Pleasant West,2898,Citylights,12,3512,99,Broadway,99 Broadway Ave 3512 Toronto,M4P 0E3,1,1,1 + 1,2,1,Open,Condo Apt Apartment,0-499,0-5,Sold,N,,0,Owned,,402.44,2021.97,C7237442,10/21/2023,569000,510000,528000,510000,97,1/2/2024,1/29/2024,73,Builder's Plan,,,,,768981351,1.90E+14,MEHOME REALTY (ONTARIO) INC.,10/21/2023,"HOUSESIGMA INC., BROKERAGE",1/2/2024
Toronto,Toronto C10,Mount Pleasant West,2898,,5,605,195,Redpath,195 Redpath Ave 605 Toronto,M4P 0E4,1,,1,1,1,Open,Condo Apt Apartment,0-499,,TER,S,,0,Owned,"Bbqs Allowed, Concierge, Gym, Outdoor Pool, Party/Meeting Room, Visitor Parking",385.55,1976.17,C7296382,11/14/2023,515000,515000,515000,,,,,52,470Sqft As Per Mpac,,,1/4/2024,1/4/2024,211360200,,BERKSHIRE HATHAWAY HOMESERVICES WEST REALTY,11/13/2023,,1/4/2024
Toronto,Toronto C10,Mount Pleasant West,1443,43 Eglinton Avenue East Condos,2,802,43,Eglinton,43 Eglinton Ave E 802 Toronto,M4P 1A2,1,,1,1,1,Open,Condo Apt Apartment,600-699,,TER,W,,0,,,788.09,2271.99,C7318702,11/23/2023,469000,515000,515000,,,,,90,623 Sqft As Per Mpac,,,2/20/2024,2/20/2024,124430048,1.90E+14,RE/MAX REALTRON REALTY INC.,11/22/2023,,2/20/2024
Toronto,Toronto C10,Mount Pleasant West,2898,,28,3116,195,Redpath,195 Redpath Ave 3116 Toronto,M4P 0E4,1,1,1 + 1,2,1,Open,Condo Apt Apartment,0-499,,Sold,N,,0,,"Concierge, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",386.43,1912.21,C8045258,2/5/2024,529000,520000,529000,520000,98,2/18/2024,3/18/2024,13,As Per Builder,,,,,,,RIGHT AT HOME REALTY,2/5/2024,"KELLER WILLIAMS ADVANTAGE REALTY, BROKERAGE",2/28/2024
Toronto,Toronto C10,Mount Pleasant West,2763,,332,332,161,Roehampton,161 Roehampton Ave 332 Toronto,M4P 1P9,1,,1,1,1,Open,Condo Apt Apartment,0-499,0-5,TER,W,,0,,"Bike Storage, Concierge, Exercise Room, Gym, Outdoor Pool, Party/Meeting Room",253.33,1459.14,C8041642,2/2/2024,525000,525000,525000,,,,,13,Mpac,,,2/15/2024,2/15/2024,767630104,1.90E+14,MCCANN REALTY GROUP LTD.,2/2/2024,,2/15/2024
Toronto,Toronto C10,Mount Pleasant West,2898,,28,3116,195,Redpath,195 Redpath Ave 3116 Toronto,M4P 0E4,1,1,1 + 1,2,1,Open,Condo Apt Apartment,0-499,,EXP,N,,0,,"Concierge, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",386.43,1912.21,C7289566,11/10/2023,549990,529000,529000,,,,,63,As Per Builder,,,,,211360200,,RIGHT AT HOME REALTY,11/10/2023,,1/13/2024
Toronto,Toronto C10,Mount Pleasant East,0,,23,23,58,Sherwood,58 Sherwood Ave 23 Toronto,M4P 2A7,1,,1,1,1,,Co-Ownership Apt Apartment,700-799,100+,TER,Nw,,0,Exclusive,Rooftop Deck/Garden,680.36,2235.53,C7060406,10/5/2023,529900,529900,529900,,,,,118,Owner,,,1/31/2024,1/31/2024,,,BRAD J. LAMB REALTY INC.,10/5/2023,,1/31/2024
